Exp,Site,Hole,Core,Type,Section,"Sample Top, cm","Sample Bottom, cm",Combined id,Sample Label,"Sample Top Depth, mbsf","Sample Bot Depth, mbsf",Beaker Number,"Beaker Weight,         g","WET Weight (Sample + Beaker), g ",OVEN             Date/Time                    IN,"DRY Weight (Sample + Beaker), g",Scientist,Pycnometer Cell,"DRY Volume, cc",,"WEIGHT   WET Sample, g","WEIGHT     DRY Sample,  g","WEIGHT Pore Water, g","WEIGHT Salt,                g","WEIGHT Grains,               g ","VOLUME Pore Water, cc","VOLUME Salt,                           cc","VOLUME   Dry Sample, cc","VOLUME   Wet Sample, cc","VOLUME        Grains,          cc","Water Content,   (wet) v/v","Water Content (dry), v/v","Bulk Density, g/cc","Dry Density, g/cc","Grain Density, g/cc","Porosity,   v/v","Void Ratio, v/v",Lithology,
501,M0111,B,15,R,1,38,40,M0111-B-15-1,"501-M0111-B-15-1,38-40",84.98,85,236,9.8712,19.1161,17/01/2026 21:22,16.8369,TS,1,7.015,,9.24,6.97,2.36,0.08,6.88,2.31,0.04,2.59,4.86,2.55,0.26,0.34,1.9,1.42,2.7,0.47,0.9,clay,
501,M0111,B,16,R,1,18,20,M0111-B-16-1,"501-M0111-B-16-1,18-20",86.78,86.8,237,9.8347,19.4148,19/01/2026 11:00,16.824,MS,1,7.1437,,9.58,6.99,2.68,0.09,6.9,2.62,0.04,2.73,5.31,2.69,0.28,0.39,1.8,1.3,2.56,0.49,0.97,clay,
501,M0111,B,17,R,1,38,40,M0111-B-17-1,"501-M0111-B-17-1,38-40",88.78,88.8,238,9.924,18.6296,19/01/2026 11:00,15.9044,MS,2,6.846,,8.71,5.98,2.82,0.1,5.88,2.76,0.04,2.4,5.11,2.35,0.32,0.48,1.7,1.15,2.5,0.54,1.17,clay,
501,M0111,B,18,R,1,16,18,M0111-B-18-1,"501-M0111-B-18-1,16-18",91.26,91.28,239,10.0279,19.1233,19/01/2026 11:00,16.8035,MS,5,7.0113,,9.1,6.78,2.4,0.08,6.69,2.35,0.04,2.51,4.82,2.48,0.26,0.36,1.89,1.39,2.7,0.49,0.95,clay,
501,M0111,B,19,R,1,18,20,M0111-B-19-1,"501-M0111-B-19-1,18-20",94.28,94.3,240,9.859,20.2288,19/01/2026 11:00,18.8989,MS,1,7.7998,,10.37,9.04,1.38,0.05,8.99,1.35,0.02,3.38,4.7,3.36,0.13,0.15,2.21,1.91,2.68,0.29,0.4,sand,
501,M0111,B,21,R,1,19,21,M0111-B-21-1,"501-M0111-B-21-1,19-21",96.64,96.66,242,9.9348,19.3845,19/01/2026 13:50,17.93,MS,2,7.4396,,9.45,8,1.51,0.05,7.94,1.47,0.02,2.98,4.43,2.96,0.16,0.19,2.13,1.79,2.68,0.33,0.5,sand,
501,M0111,B,22,R,1,18,20,M0111-B-22-1,"501-M0111-B-22-1,18-20",98.94,98.96,241,9.8089,19.0448,19/01/2026 13:50,17.2137,MS,3,7.1576,,9.24,7.4,1.9,0.07,7.34,1.85,0.03,2.76,4.58,2.73,0.21,0.26,2.02,1.6,2.69,0.4,0.68,sand,
501,M0111,B,23,R,1,18,20,M0111-B-23-1,"501-M0111-B-23-1,18-20",100.67,100.69,243,9.8368,20.9594,19/01/2026 13:50,17.701,MS,2,7.731,,11.12,7.86,3.38,0.12,7.75,3.3,0.05,3.32,6.56,3.27,0.3,0.44,1.69,1.18,2.37,0.5,1.01,clay,
501,M0111,B,26,R,1,19,21,M0111-B-26-1,"501-M0111-B-26-1,19-21",106.79,106.81,245,9.8492,20.6822,19/01/2026 13:50,17.9435,MS,3,7.4161,,10.83,8.09,2.84,0.1,7.99,2.77,0.04,3,5.73,2.95,0.26,0.35,1.89,1.4,2.71,0.48,0.94,clay,
501,M0111,B,24,R,2,88,90,M0111-B-24-2,"501-M0111-B-24-2,88-90",103.79,103.81,246,9.7553,19.7868,19/01/2026 15:49,17.5724,MS,5,7.3013,,10.03,7.82,2.29,0.08,7.74,2.24,0.04,2.93,5.13,2.89,0.23,0.3,1.95,1.51,2.68,0.44,0.78,clay,
501,M0111,B,27,R,1,20,22,M0111-B-27-1,"501-M0111-B-27-1,20-22",109.8,109.82,247,9.8389,20.2407,19/01/2026 15:49,17.0829,MS,1,7.0951,,10.4,7.24,3.27,0.11,7.13,3.2,0.05,2.68,5.83,2.63,0.31,0.46,1.79,1.22,2.71,0.55,1.21,clay,
501,M0111,B,28,R,1,24,26,M0111-B-28-1,"501-M0111-B-28-1,24-26",112.54,112.56,248,9.6745,19.6971,19/01/2026 15:49,17.3764,MS,5,7.2108,,10.02,7.7,2.4,0.08,7.62,2.35,0.04,2.87,5.18,2.83,0.24,0.32,1.93,1.47,2.69,0.45,0.83,clay,
501,M0111,B,29,R,1,22,24,M0111-B-29-1,"501-M0111-B-29-1,22-24",115.52,115.54,249,9.9565,19.1213,19/01/2026 15:49,16.951,MS,3,7.0659,,9.16,6.99,2.25,0.08,6.92,2.2,0.04,2.6,4.76,2.57,0.25,0.33,1.92,1.45,2.7,0.46,0.86,clay,
501,M0111,B,30,R,1,18,20,M0111-B-30-1,"501-M0111-B-30-1,18-20",118.48,118.5,1,9.8663,18.7526,19/01/2026 18:05,16.6469,MS,5,6.9597,,8.89,6.78,2.18,0.08,6.7,2.13,0.03,2.54,4.63,2.5,0.25,0.33,1.92,1.45,2.68,0.46,0.85,clay,
501,M0111,B,31,R,1,13,15,M0111-B-31-1,"501-M0111-B-31-1,13-15",121.43,121.45,2,9.4933,17.0763,19/01/2026 18:05,15.0303,MS,1,6.3129,,7.58,5.54,2.12,0.07,5.46,2.07,0.03,2.06,4.09,2.02,0.28,0.39,1.85,1.33,2.7,0.51,1.02,clay,
501,M0111,B,32,R,1,18,20,M0111-B-32-1,"501-M0111-B-32-1,18-20",124.48,124.5,3,9.7539,19.704,19/01/2026 18:05,17.4597,MS,2,7.2326,,9.95,7.71,2.33,0.08,7.62,2.27,0.04,2.86,5.09,2.82,0.23,0.31,1.95,1.5,2.7,0.45,0.8,clay,
501,M0111,B,33,R,2,8,10,M0111-B-33-2,"501-M0111-B-33-2,8-10",127.39,127.41,4,9.4749,19.4338,19/01/2026 18:40,16.8188,MS,1,6.9241,,9.96,7.34,2.71,0.09,7.25,2.65,0.04,2.68,5.28,2.63,0.27,0.37,1.89,1.37,2.75,0.5,1.01,clay,
501,M0111,B,34,R,1,18,20,M0111-B-34-1,"501-M0111-B-34-1,18-20",121.7,121.72,6,9.8908,21.1915,19/01/2026 18:40,17.5418,MS,2,7.2672,,11.3,7.65,3.78,0.13,7.52,3.69,0.06,2.83,6.47,2.77,0.33,0.5,1.75,1.16,2.71,0.57,1.33,clay,
501,M0111,B,35,R,2,18,20,M0111-B-35-2,"501-M0111-B-35-2,18-20",124.2,124.22,7,9.8834,20.5182,19/01/2026 18:40,18.2603,MS,3,7.5216,,10.63,8.38,2.34,0.08,8.3,2.28,0.04,3.09,5.34,3.05,0.22,0.28,1.99,1.55,2.72,0.43,0.75,clay,
501,M0111,B,36,R,2,18,20,M0111-B-36-2,"501-M0111-B-36-2,18-20",126.75,126.77,8,9.5216,19.7586,19/01/2026 21:18,17.4596,TS,2,7.208,,10.24,7.94,2.38,0.08,7.85,2.33,0.04,2.94,5.23,2.9,0.23,0.3,1.96,1.5,2.71,0.45,0.8,clay,
501,M0111,B,37,R,1,18,20,M0111-B-37-1,"501-M0111-B-37-1,18-20",127.82,127.84,9,9.5977,20.5186,19/01/2026 21:18,18.296,TS,3,7.55429,,10.92,8.7,2.3,0.08,8.62,2.25,0.04,3.25,5.46,3.21,0.21,0.27,2,1.58,2.68,0.41,0.7,clay,
501,M0111,B,38,R,1,18,20,M0111-B-38-1,"501-M0111-B-38-1,18-20",129.57,129.59,10,9.9909,20.1644,19/01/2026 21:18,18.3598,TS,5,7.6149,,10.17,8.37,1.87,0.07,8.3,1.83,0.03,3.13,4.93,3.11,0.18,0.23,2.06,1.68,2.67,0.37,0.59,clay,
501,M0111,B,39,R,1,18,20,M0111-B-39-1,"501-M0111-B-39-1,18-20",131.85,131.87,250,9.8892,20.2565,20/01/2026 08:15,17.891,TS,3,7.3926,,10.37,8,2.45,0.09,7.92,2.39,0.04,2.96,5.31,2.92,0.24,0.31,1.95,1.49,2.71,0.45,0.82,clay,
501,M0111,B,40,R,1,10,12,M0111-B-40-1,"501-M0111-B-40-1,10-12",134.82,134.84,251,9.814,20.9053,20/01/2026 08:17,19.4221,TS,5,8.0018,,11.09,9.61,1.54,0.05,9.55,1.5,0.02,3.6,5.08,3.58,0.14,0.16,2.18,1.88,2.67,0.3,0.42,sand,
501,M0111,B,41,R,1,38,40,M0111-B-41-1,"501-M0111-B-41-1,38-40",138.15,138.17,252,9.814,17.2802,20/01/2026 08:18,15.8291,TS,1,6.5994,,7.47,6.02,1.5,0.05,5.96,1.47,0.02,2.2,3.64,2.17,0.2,0.25,2.05,1.64,2.74,0.4,0.68,sand,
501,M0111,B,42,R,1,38,40,M0111-B-42-1,"501-M0111-B-42-1,38-40",141.2,141.22,253,9.8927,19.083,20/01/2026 10:40,17.4568,TS,5,7.2183,,9.19,7.56,1.69,0.06,7.51,1.65,0.03,2.78,4.4,2.76,0.18,0.22,2.09,1.71,2.72,0.37,0.6,sand,
501,M0111,B,43,R,1,68,70,M0111-B-43-1,"501-M0111-B-43-1,68-70",144.55,144.57,254,9.8201,16.8636,20/01/2026 10:40,15.0301,TS,1,6.3774,,7.04,5.21,1.9,0.07,5.14,1.86,0.03,1.97,3.8,1.94,0.27,0.37,1.85,1.35,2.65,0.49,0.95,sand,
501,M0111,B,44,R,1,84.5,86.5,M0111-B-44-1,"501-M0111-B-44-1,84.5-86.5",146.955,146.975,255,9.9283,18.5571,20/01/2026 10:40,15.7507,TS,2,6.7044,,8.63,5.82,2.91,0.1,5.72,2.84,0.05,2.25,5.05,2.21,0.34,0.51,1.71,1.13,2.59,0.56,1.29,sand,
501,M0111,B,45,R,1,54,56,M0111-B-45-1,"501-M0111-B-45-1,54-56",149.7,149.72,256,9.8771,17.6804,20/01/2026 13:50,15.1035,MS,1,6.4616,,7.8,5.23,2.67,0.09,5.13,2.61,0.04,2.03,4.6,1.99,0.34,0.52,1.7,1.12,2.58,0.57,1.31,sand,
501,M0111,B,46,R,1,38,40,M0111-B-46-1,"501-M0111-B-46-1,38-40",149.92,149.94,257,9.7717,16.5039,20/01/2026 13:58,14.2983,MS,2,6.1404,,6.73,4.53,2.29,0.08,4.45,2.23,0.04,1.76,3.95,1.72,0.34,0.51,1.7,1.12,2.58,0.56,1.3,sand,
501,M0111,B,47,R,1,38,40,M0111-B-47-1,"501-M0111-B-47-1,38-40",152.59,152.61,258,9.8593,17.6902,20/01/2026 13:58,15.0194,MS,3,6.439,,7.83,5.16,2.77,0.1,5.06,2.7,0.04,2.02,4.68,1.97,0.35,0.55,1.67,1.08,2.56,0.58,1.37,sand,
501,M0111,B,48,R,1,38,40,M0111-B-48-1,"501-M0111-B-48-1,38-40",155.64,155.66,259,9.9797,17.8816,20/01/2026 15:28,16.2625,MS,2,6.8599,,7.9,6.28,1.68,0.06,6.22,1.64,0.03,2.38,4,2.36,0.21,0.27,1.98,1.56,2.64,0.41,0.69,sand,
501,M0111,B,49,R,1,8,10,M0111-B-49-1,"501-M0111-B-49-1,8-10",158.39,158.41,181,9.5058,18.8274,20/01/2026 15:28,17.0225,MS,3,7.1178,,9.32,7.52,1.87,0.07,7.45,1.83,0.03,2.86,4.65,2.83,0.2,0.25,2,1.6,2.64,0.39,0.65,sand,
501,M0111,B,51,R,1,30,32,M0111-B-51-1,"501-M0111-B-51-1,30-32",161.66,161.68,182,9.7033,17.2998,20/01/2026 15:28,15.775,MS,5,6.6498,,7.6,6.07,1.58,0.06,6.02,1.54,0.02,2.3,3.82,2.27,0.21,0.26,1.99,1.58,2.65,0.4,0.68,sand,
501,M0111,B,52,R,1,12,14,M0111-B-52-1,"501-M0111-B-52-1,12-14",162.18,162.2,183,9.6636,18.1313,20/01/2026 16:20,16.7728,MS,3,7.0352,,8.47,7.11,1.41,0.05,7.06,1.37,0.02,2.7,4.05,2.68,0.17,0.2,2.09,1.74,2.63,0.34,0.51,sand,
501,M0111,B,53,R,1,8,10,M0111-B-53-1,"501-M0111-B-53-1,8-10",163.92,163.94,184,9.8976,17.8058,20/01/2026 16:20,16.0081,MS,5,6.6954,,7.91,6.11,1.86,0.07,6.05,1.82,0.03,2.26,4.05,2.23,0.24,0.31,1.95,1.49,2.71,0.45,0.82,sand,
501,M0111,B,54,R,1,28,30,M0111-B-54-1,"501-M0111-B-54-1,28-30",165.74,165.76,185,9.8465,21.4006,20/01/2026 16:20,19.4111,MS,1,8.0068,,11.55,9.56,2.06,0.07,9.49,2.01,0.03,3.59,5.57,3.56,0.18,0.22,2.07,1.7,2.67,0.36,0.57,sand,
501,M0111,B,55,R,1,28,30,M0111-B-55-1,"501-M0111-B-55-1,28-30",166.09,166.11,186,9.8185,20.2442,20/01/2026 17:24,18.0976,MS,5,7.525,,10.43,8.28,2.22,0.08,8.2,2.17,0.04,3.12,5.26,3.09,0.21,0.27,1.98,1.56,2.66,0.41,0.7,sand,
501,M0111,B,56,R,1,18,20,M0111-B-56-1,"501-M0111-B-56-1,18-20",166.39,166.41,187,9.7688,19.1062,20/01/2026 17:24,17.0897,MS,1,7.1503,,9.34,7.32,2.09,0.07,7.25,2.04,0.03,2.77,4.78,2.74,0.22,0.29,1.95,1.52,2.65,0.43,0.75,sand,
501,M0111,B,57,R,1,45,47,M0111-B-57-1,"501-M0111-B-57-1,45-47",167.91,167.93,188,9.8792,19.2907,20/01/2026 17:24,17.4452,MS,2,7.2579,,9.41,7.57,1.91,0.07,7.5,1.87,0.03,2.83,4.67,2.8,0.2,0.26,2.02,1.61,2.68,0.4,0.67,sand,
501,M0111,B,58,R,1,38,40,M0111-B-58-1,"501-M0111-B-58-1,38-40",168.89,168.91,189,9.7583,19.4551,20/01/2026 19:46,15.9447,MS,1,6.6996,,9.7,6.19,3.64,0.13,6.06,3.55,0.06,2.32,5.82,2.27,0.38,0.6,1.67,1.04,2.67,0.61,1.57,sand,
501,M0111,B,59,R,1,42,44,M0111-B-59-1,"501-M0111-B-59-1,42-44",169.93,169.95,190,9.7571,19.1791,20/01/2026 19:46,17.1705,MS,2,7.1298,,9.42,7.41,2.08,0.07,7.34,2.03,0.03,2.75,4.75,2.72,0.22,0.28,1.98,1.54,2.7,0.43,0.75,sand,
501,M0111,B,60,R,1,38,40,M0111-B-60-1,"501-M0111-B-60-1,38-40",172.94,172.96,171,9.4852,19.1805,20/01/2026 19:46,15.8697,MS,3,6.6997,,9.7,6.38,3.43,0.12,6.26,3.35,0.05,2.45,5.74,2.39,0.35,0.55,1.69,1.09,2.62,0.58,1.4,clay,
501,M0111,B,61,R,1,54,56,M0111-B-61-1,"501-M0111-B-61-1,54-56",176.15,176.17,172,9.5744,19.9414,20/01/2026 21:29,17.1052,TS,2,7.254,,10.37,7.53,2.94,0.1,7.43,2.87,0.05,2.96,5.78,2.91,0.28,0.4,1.79,1.28,2.55,0.5,0.98,clay,
501,M0111,B,62,R,1,38,40,M0111-B-62-1,"501-M0111-B-62-1,38-40",179.04,179.06,173,9.5055,17.5158,20/01/2026 21:29,15.1427,TS,3,6.5244,,8.01,5.64,2.46,0.09,5.55,2.4,0.04,2.26,4.62,2.22,0.31,0.44,1.73,1.2,2.5,0.52,1.08,clay,
501,M0111,B,63,R,1,35,37,M0111-B-63-1,"501-M0111-B-63-1,35-37",182.06,182.08,174,9.8544,19.4189,20/01/2026 21:29,16.9624,TS,5,7.2059,,9.56,7.11,2.55,0.09,7.02,2.49,0.04,2.79,5.23,2.75,0.27,0.36,1.83,1.34,2.56,0.48,0.91,clay,
501,M0111,B,64,R,1,41,43,M0111-B-64-1,"501-M0111-B-64-1,41-43",185.17,185.19,175,9.6489,19.4331,21/01/2026 11:27,16.5608,TS,3,7.1118,,9.78,6.91,2.98,0.1,6.81,2.91,0.05,2.78,5.64,2.74,0.3,0.44,1.73,1.21,2.49,0.51,1.06,clay,
501,M0111,B,65,R,1,41,43,M0111-B-65-1,"501-M0111-B-65-1,41-43",188.22,188.24,176,9.7192,19.2531,21/01/2026 11:29,16.748,TS,5,7.0226,,9.53,7.03,2.6,0.09,6.94,2.54,0.04,2.66,5.16,2.62,0.27,0.37,1.85,1.34,2.64,0.49,0.97,sand,
501,M0111,B,66,R,1,41,43,M0111-B-66-1,"501-M0111-B-66-1,41-43",191.27,191.29,171,9.4852,16.8875,21/01/2026 11:29,14.8664,TS,1,6.3713,,7.4,5.38,2.09,0.07,5.31,2.05,0.03,2.12,4.13,2.08,0.28,0.39,1.79,1.29,2.55,0.5,0.98,sand,
501,M0111,B,67,R,1,44,46,M0111-B-67-1,"501-M0111-B-67-1,44-46",194.35,194.37,178,9.6099,20.1562,21/01/2026 13:49,17.7965,MS,5,7.337,,10.55,8.19,2.45,0.09,8.1,2.39,0.04,3.03,5.38,2.99,0.23,0.3,1.96,1.51,2.71,0.44,0.8,sand,
501,M0111,B,68,R,1,139,141,M0111-B-68-1,"501-M0111-B-68-1,139-141",198.35,198.37,179,9.5829,18.3818,21/01/2026 13:49,16.2688,MS,1,6.775,,8.8,6.69,2.19,0.08,6.61,2.14,0.03,2.48,4.58,2.44,0.25,0.33,1.92,1.44,2.71,0.47,0.88,sand,
501,M0111,B,69,R,1,123,125,M0111-B-69-1,"501-M0111-B-69-1,123-125",201.24,201.26,180,9.5632,19.0797,21/01/2026 13:51,16.4704,MS,2,6.9318,,9.52,6.91,2.7,0.09,6.81,2.64,0.04,2.64,5.24,2.6,0.28,0.4,1.82,1.3,2.62,0.5,1.02,sand,
501,M0111,B,70,R,1,116,118,M0111-B-70-1,"501-M0111-B-70-1,116-118",204.22,204.24,191,9.535,16.8458,21/01/2026 17:20,14.8705,MS,1,6.4536,,7.31,5.34,2.05,0.07,5.26,2,0.03,2.18,4.14,2.15,0.28,0.39,1.76,1.27,2.45,0.48,0.93,clay,
501,M0111,B,72,R,1,38,40,M0111-B-72-1,"501-M0111-B-72-1,38-40",207.71,207.73,210,9.752,21.6517,21/01/2026 17:20,19.2001,MS,2,7.9516,,11.9,9.45,2.54,0.09,9.36,2.48,0.04,3.58,6.02,3.54,0.21,0.27,1.98,1.55,2.64,0.41,0.7,sand,
501,M0111,B,75,R,1,38,40,M0111-B-75-1,"501-M0111-B-75-1,38-40",215.71,215.73,211,9.7985,19.6673,21/01/2026 17:20,18.0356,MS,3,7.5088,,9.87,8.24,1.69,0.06,8.18,1.65,0.03,3.11,4.74,3.09,0.17,0.21,2.08,1.73,2.65,0.35,0.53,sand,
501,M0111,B,73,R,1,38,40,M0111-B-73-1,"501-M0111-B-73-1,38-40",210.21,210.23,212,9.7664,19.173,21/01/2026 18:36,16.6235,MS,2,7.0529,,9.41,6.86,2.64,0.09,6.76,2.58,0.04,2.67,5.21,2.63,0.28,0.39,1.8,1.3,2.57,0.5,0.98,sand,
501,M0111,B,74,R,1,38,40,M0111-B-74-1,"501-M0111-B-74-1,38-40",213.26,213.28,213,9.3755,18.6355,21/01/2026 18:36,16.623,MS,3,6.964,,9.26,7.25,2.09,0.07,7.17,2.04,0.03,2.76,4.76,2.73,0.23,0.29,1.94,1.51,2.63,0.43,0.75,sand,
501,M0111,B,78,R,1,38,40,M0111-B-78-1,"501-M0111-B-78-1,38-40",220.31,220.33,214,9.996,18.5683,21/01/2026 18:36,16.7289,MS,5,7.0471,,8.57,6.73,1.91,0.07,6.67,1.86,0.03,2.56,4.4,2.53,0.22,0.29,1.95,1.52,2.63,0.42,0.73,sand,
501,M0111,B,71,R,1,48,50,M0111-B-71-1,"501-M0111-B-71-1,48-50",206.59,206.61,217,9.6671,18.3874,21/01/2026 19:52,15.9142,MS,3,6.8734,,8.72,6.25,2.56,0.09,6.16,2.5,0.04,2.54,5,2.5,0.29,0.42,1.74,1.23,2.46,0.5,1,clay,
501,M0111,B,81,R,1,18,20,M0111-B-81-1,"501-M0111-B-81-1,18-20",224.27,224.29,218,10.0969,19.1861,21/01/2026 19:52,17.7645,MS,5,7.4513,,9.09,7.67,1.47,0.05,7.62,1.44,0.02,2.92,4.34,2.9,0.16,0.19,2.09,1.76,2.63,0.33,0.5,sand,
501,M0111,B,83,R,1,36,38,M0111-B-83-1,"501-M0111-B-83-1,36-38",224.94,224.96,219,9.6617,18.3681,21/01/2026 19:52,16.0781,MS,1,6.7846,,8.71,6.42,2.37,0.08,6.33,2.32,0.04,2.45,4.73,2.41,0.27,0.37,1.84,1.34,2.62,0.49,0.96,clay,
501,M0111,B,84,R,1,38,40,M0111-B-84-1,"501-M0111-B-84-1,38-40",228.01,228.03,250,9.8892,20.436,21/01/2026 20:53,18.1047,MS,5,7.5533,,10.55,8.22,2.42,0.08,8.13,2.36,0.04,3.12,5.44,3.08,0.23,0.3,1.94,1.49,2.64,0.43,0.77,,
501,M0111,B,87,R,1,44,46,M0111-B-87-1,"501-M0111-B-87-1,44-46",234.17,234.19,251,9.814,19.681,21/01/2026 20:53,17.409,MS,1,7.2371,,9.87,7.6,2.35,0.08,7.51,2.3,0.04,2.84,5.1,2.8,0.24,0.31,1.94,1.47,2.68,0.45,0.82,,
501,M0111,B,88,R,1,38,40,M0111-B-88-1,"501-M0111-B-88-1,38-40",234.91,234.93,252,9.814,19.9155,21/01/2026 20:53,17.3921,MS,2,7.2775,,10.1,7.58,2.61,0.09,7.49,2.55,0.04,2.88,5.39,2.84,0.26,0.35,1.87,1.39,2.64,0.47,0.9,,
501,M0111,B,92,R,1,28,30,M0111-B-92-1,"501-M0111-B-92-1,28-30",245.21,245.23,215,10.084,20.4244,21/01/2026 22:25,17.9635,TS,1,7.5358,,10.34,7.88,2.55,0.09,7.79,2.49,0.04,3.01,5.46,2.97,0.25,0.33,1.89,1.43,2.62,0.46,0.84,sand,
501,M0111,B,93,R,1,34,36,M0111-B-93-1,"501-M0111-B-93-1,34-36",245.62,245.64,216,10.0795,20.4165,21/01/2026 22:25,18.3243,TS,2,7.6493,,10.34,8.24,2.17,0.08,8.17,2.12,0.03,3.13,5.21,3.1,0.21,0.27,1.98,1.57,2.64,0.41,0.68,clay,
501,M0111,B,89,R,1,38,40,M0111-B-89-1,"501-M0111-B-89-1,38-40",237.96,237.98,151,9.7264,20.3897,21/01/2026 22:25,17.815,TS,3,7.4426,,10.66,8.09,2.67,0.09,8,2.61,0.04,3.08,5.64,3.04,0.25,0.33,1.89,1.42,2.63,0.46,0.86,sand,
501,M0111,B,94,R,1,42,44,M0111-B-94-1,"501-M0111-B-94-1,42-44",247.15,247.17,152,9.7155,19.9877,22/01/2026 10:48,17.5392,TS,2,7.3445,,10.27,7.82,2.54,0.09,7.73,2.48,0.04,2.99,5.43,2.95,0.25,0.33,1.89,1.43,2.62,0.46,0.84,clay,
501,M0111,B,95,R,1,67,69,M0111-B-95-1,"501-M0111-B-95-1,67-69",250.45,250.47,153,9.6697,17.6418,22/01/2026 10:49,15.691,TS,3,6.7163,,7.97,6.02,2.02,0.07,5.95,1.97,0.03,2.38,4.32,2.35,0.25,0.34,1.84,1.38,2.53,0.46,0.84,clay,
501,M0111,B,96,R,1,38,40,M0111-B-96-1,"501-M0111-B-96-1,38-40",251.91,251.93,154,9.7118,20.151,22/01/2026 10:51,17.9246,TS,5,7.4634,,10.44,8.21,2.31,0.08,8.13,2.25,0.04,3.11,5.33,3.07,0.22,0.28,1.96,1.53,2.65,0.42,0.73,sand,
