Expedition,Site,Hole,Core,Core type,Section,Sample Top Depth in Section [cm],Sample Bottom in Section [cm],Combined ID,Sampling type,Top Depth of Sample [m b.s.f.],Salinity [‰],NH4 [mM],pH [-],Alkalinity [mM],H2S  [mmol],Cl [mM],SO4 [mM],Br [mM],Al [µM],B [µM],Ba [µM],Ca [mM],Fe [µM],K [mM],Li [µM],Mg [mM],Mn [µM],Mo [µM],Na [mM],Ni [µM],P [µM],S [mM],Si [µM],Sr [µM],Comments,Combined ID,Sample Size,Top Depth of Sample [m b.s.f.],Lithology,Disturbance,Core image Evaluation (onshore) Reviewer 1 Thomas,Core image Evaluation (onshore) Reviewer 2 Rebecca,Core image Evaluation (onshore) Reviewer 3 Takeshi,Core image offshore Thomas,contamination Thomas and Rebecca,Medium confidence Rebecca,contamination Takeshi,Contamination all               (all 3 vote for contamination),Medium confidence     (min 1 and max 2 vote for contamination),Contamination,comment
501,M0113,A,27,H,2,25,30,501_M0113_A_027H_2_WR:25-30_1,IWRH1,47.73,31.03,0.50,7.60,4.54,0.000,493.046,22.027,0.739,0.000,118.594,0.109,15.240,17.511,9.437,17.723,46.647,14.379,0.000,412.788,0.358,1.905,21.953,370.239,100.262,,501_M0113_A_027H_2_WR:25-30_1,20,47.73,fine sand,slight,"coherent above and below, watery?",loose sand,loose sand,,,,Y?,,Y,Y,
501,M0113,A,28,H,2,50,55,501_M0113_A_028H_2_WR:50-55_1,IWRH2,49.97,30.87,0.55,8.01,4.04,0.000,492.172,22.193,0.734,0.704,126.549,0.095,14.760,7.395,9.931,19.452,46.318,13.688,0.000,412.136,0.358,0.872,22.084,359.915,98.551,,501_M0113_A_028H_2_WR:50-55_1,20,49.97,fine sand,slight,"coherent above and below, watery?",coherent,loose sand,,,,Y?,,Y,Y,
501,M0113,A,30,H,2,79,84,501_M0113_A_030H_2_WR:79-84_1,IWSQ3,53.68,30.71,,7.93,3.74,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_030H_2_WR:79-84_1,20,53.68,silt,none,"above: coherent/ stiff, some layering, some small cracks","coherent above, cracks in stiff clay before",compacted (not hard) sandy silt,,,,,,,,
501,M0113,A,32,H,1,144,150,501_M0113_A_032H_1_WR:144-150_1,IWSQ1,56.46,30.50,0.68,8.01,4.15,,485.771,22.229,0.728,0.445,109.436,0.095,13.525,0.000,10.238,14.986,45.167,7.026,0.375,411.092,1.108,2.454,22.305,325.383,96.382,,501_M0113_A_032H_1_WR:144-150_1,20,56.46,fine sand,slight,"above: silt and fine sand, some water",coherent,compacted (not hard) sand,,,,,,,,
501,M0113,A,33,H,1,94,100,501_M0113_A_033H_1_WR:94-100_1,IWSQ2,58.46,30.93,0.63,7.96,4.22,0.000,489.248,23.238,0.723,0.000,171.045,0.175,12.166,0.716,10.097,17.147,45.660,10.903,0.000,421.488,0.852,0.969,23.206,257.387,90.596,,501_M0113_A_033H_1_WR:94-100_1,30,58.46,very fine sand,moderate,above: sand with some water incursions,"overall coherent, disturbed surface because of core splitting?","compacted (not hard) sand, disturbed",,,,Y?,,Y,Y,
501,M0113,A,34,H,1,80,85,501_M0113_A_034H_1_WR:80-85_1,IWRH3,60.74,32.01,,7.95,3.14,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_034H_1_WR:80-85_1,20,60.74,medium sand,moderate,"coherent slightly loose sands, watery",coherent slightly loose,loose sand,,,,Y?,,Y,Y,
501,M0113,A,36,H,1,80,85,501_M0113_A_036H_1_WR:80-85_1,IWRHx,64.48,32.11,,7.94,3.02,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_036H_1_WR:80-85_1,40,64.48,coarse sand,slightl,"loose coarse sand, watery","coherent, loose sand","loose sand, disturbed",,,,Y,,Y,Y,
501,M0113,A,38,H,2,41,46,501_M0113_A_038H_2_WR:41-46_1,IWSQ1,67.61,30.23,0.63,7.99,4.68,,473.989,22.297,0.700,0.111,215.634,0.000,10.347,12.050,8.990,15.418,43.933,6.607,0.302,401.566,0.665,0.032,22.277,221.930,84.478,,501_M0113_A_038H_2_WR:41-46_1,20,67.61,silt,slight,above: coherent material,coherent above and below,compacted (not hard) silt,water in the liner,,,,,,,
501,M0113,A,39,R,1,47,53,501_M0113_A_039R_1_WR:47-53_1,IWSQ2,68.74,29.00,0.65,8.00,5.06,0.000,,,,,,,,,,,,,,,,,,,,,501_M0113_A_039R_1_WR:47-53_1,240,68.74,medium sand,slight,"above: reworked, water","core splitting surface disturbance, mixed grain size, laminations?",compacted (not hard) alternations of medium sand and fine sand,lot of water in the liner,,,Y?,,Y,Y,"If the sample section is composed mainly of medium sand, contamination may be occurred."
501,M0113,A,44,H,2,78,83,501_M0113_A_044H_2_WR:78-83_1,IWSQ3,81.97,24.49,,7.74,5.20,,384.947,11.657,0.577,0.482,335.153,0.109,8.718,34.342,5.921,13.545,32.888,1.857,0.000,331.970,1.346,9.590,12.211,416.162,79.868,,501_M0113_A_044H_2_WR:78-83_1,20,81.97,silt,,"above: coherent, but small gap to the liner",coherent,compacted (not hard) sandy silt,"looks proper filled, still some water",,,,,,,"If the preparation (core shaving) was done appropreately, contamination not occurred."
501,M0113,A,49,R,1,88,94,501_M0113_A_049R_1_WR:88-94_1,IWSQ1,88.15,20.90,,,,0.000,347.398,8.758,0.528,0.667,349.861,0.087,6.744,3.832,5.215,14.409,25.932,0.036,0.000,311.222,0.954,0.000,9.386,263.261,65.727,,501_M0113_A_049R_1_WR:88-94_1,20,88.15,silt,moderate,drilling bisquits? small crack,drilling disturbance: lamination/biscuits,compacted (not hard) lamination of silt and sand,lot of water in the liner,,,,,,,"If the preparation (core shaving) was done appropreately, contamination not occurred."
501,M0113,A,53,R,1,142,149,501_M0113_A_053R_1_WR:142-149_1,IWSQ2,95.41,20.63,,7.87,5.37,0.000,341.977,8.331,0.517,0.074,332.192,0.328,6.173,1.056,4.629,11.960,21.991,1.001,0.365,287.734,0.000,2.325,8.556,283.054,56.597,,501_M0113_A_053R_1_WR:142-149_1,20,95.41,clay,none,above: looks disturbed,coherent (below several WR samples),compacted (not hard) sandy silt,lot of water in the liner,,,,,,,"If the preparation (core shaving) was done appropreately, contamination not occurred."
501,M0113,A,54,R,1,95,100,501_M0113_A_054R_1_WR:95-100_1,IWRH3,96.44,31.51,0.49,8.01,3.22,,479.008,23.869,0.683,,,,,,,,,,,,,,,,,,501_M0113_A_054R_1_WR:95-100_1,20,96.44,medium sand,none,"loose, sunken in sand, water",coherent,"loose sand, disturbed",water in the liner,Y,,Y,Y,,YY,
501,M0113,A,56,H,2,35,40,501_M0113_A_056H_2_WR:35-40_1,IWRH1,100.84,20.42,0.81,7.77,5.42,0.000,340.797,8.396,0.514,1.075,305.180,0.000,6.662,64.154,4.340,16.715,24.109,0.000,0.031,305.829,0.988,8.298,9.058,202.741,65.099,,501_M0113_A_056H_2_WR:35-40_1,20,100.84,fine sands,,"larger clasts included, watery?","clasts along one side, infill?","loose sand, disturbed",lot of water in the liner,,Y,Y,,Y,Y,
501,M0113,A,57,H,2,35,40,501_M0113_A_057H_2_WR:35-40_1,IWRHx,102.7,21.34,0.79,7.90,5.32,,355.429,9.851,0.546,0.037,298.520,0.000,7.268,10.707,4.997,18.156,27.186,0.000,0.000,332.753,0.136,2.034,11.510,155.037,69.356,,501_M0113_A_057H_2_WR:35-40_1,20,102.7,medium sand,none,"medium to coarse sand, watery?",sands,"loose sand, disturbed",water in the liner,,,Y,,Y,Y,
501,M0113,A,58,H,1,60,65,501_M0113_A_058H_1_WR:60-65_1,IWRH2,103.98,20.96,,8.20,5.13,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_058H_1_WR:60-65_1,20,103.98,fine sand,slight,coherent above and below,coherent,compacted (not hard) sand,lot of water in the liner,,,,,,,
501,M0113,A,58,H,1,74,79,501_M0113_A_058H_1_WR:74-79_1,IWRHx,104.12,24.28,0.75,8.00,4.94,0.001,,,,,,,,,,,,,,,,,,,,,501_M0113_A_058H_1_WR:74-79_1,20,104.12,fine sand,slight,"bit more loose than above, small crack","coherent, maybe rhizon disturbed","compacted (not hard) sand
@79cm: disturbed",lot of water in the liner,,,Y,,Y,Y,
501,M0113,A,61,R,1,54,59,501_M0113_A_061R_1_WR:54-59_1,IWSQ3,106.44,23.57,0.83,7.95,4.88,,397.443,11.686,0.599,,,,,,,,,,,,,,,,,,501_M0113_A_061R_1_WR:54-59_1,200,106.44,clay,slight,"above: consolidated with clast and cracks inbetween, watery",consolidated sand,compacted (not hard) sandy silt,lot of water in the liner,,,,,,,
501,M0113,A,63,H,1,76,81,501_M0113_A_063H_1_WR:76-81_1,IWSQ1,109.75,22.34,,7.93,4.77,,374.396,9.048,0.566,0.334,380.759,0.000,7.415,0.000,4.655,14.986,25.097,0.000,0.365,331.144,1.039,0.097,9.523,173.051,74.914,,501_M0113_A_063H_1_WR:76-81_1,200,109.75,clay,slight,above: consolidated and coherent,coherent,compacted (not hard) sandy silt,"looks properly filled, but some water",,,,,,,
501,M0113,A,65,R,1,93,99,501_M0113_A_065R_1_WR:93-99_1,IWSQ2,110.86,22.72,0.82,7.79,5.15,0.000,383.043,9.175,0.574,,,,,,,,,,,,,,,,,,501_M0113_A_065R_1_WR:93-99_1,240,110.86,clay,none,above: consolidated and coherent,coherent,compacted (not hard) silty sand,water in the liner above,,,,,,,
501,M0113,A,69,R,1,37,43,501_M0113_A_069R_1_WR:37-43_1,IWSQ3,116.86,23.53,,7.79,4.49,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_069R_1_WR:37-43_1,240,116.86,silt,slight,above: consolidated and coherent,coherent above,compacted (not hard) sandy silt,water in the liner above,,,,,,,
501,M0113,A,71,R,1,31,36,501_M0113_A_071R_1_WR:31-36_1,IWSQ1,119.8,24.34,,7.55,4.56,,412.053,9.811,0.631,0.593,397.687,0.299,9.668,20.018,4.542,20.173,30.033,0.237,0.000,369.552,0.239,0.000,10.340,292.631,97.717,,501_M0113_A_071R_1_WR:31-36_1,200,119.8,silt,slight,above: consolidated with a clast,coherent above,compacted (not hard) sandy silt,water in the liner above,,,,,,,
501,M0113,A,75,R,1,55,62,501_M0113_A_075R_1_WR:55-62_1,IWSQ2,126.04,25.42,,7.84,3.90,0.000,,,,,,,,,,,,,,,,,,,,,501_M0113_A_075R_1_WR:55-62_1,20,126.04,silt,high,"above: vertical cracks/ openings, sometimes gaps between sediment und liner",coherent above and below,compacted (not hard) sandy silt,water in the liner above,,,,,,,
501,M0113,A,78,H,1,110,115,501_M0113_A_078H_1_W:110-115_1,IWRH3,131.09,26.34,,7.63,4.01,,440.152,10.971,0.667,0.371,301.943,0.000,11.220,99.749,4.501,14.409,32.526,0.000,0.000,379.426,0.017,3.616,11.457,164.044,107.749,,501_M0113_A_078H_1_W:110-115_1,20,131.09,fine sand,,"coherent sand, watery","partially filled liner, structureless sands","loose sand, disturbed",water in the liner,,,Y,,Y,Y,
501,M0113,A,81,R,1,50,56,501_M0113_A_081R_1_WR:50-56_1,IWSQ1,134.99,26.12,,7.74,3.23,,441.962,8.129,0.681,0.148,367.900,0.160,11.617,15.667,4.701,16.282,30.654,0.000,0.156,383.732,0.222,0.000,8.777,175.578,113.479,,501_M0113_A_081R_1_WR:50-56_1,20,134.99,silt,none,above: alternating finer and coarser layers,coherent above,compacted (not hard) sandy silt,water in the liner,,,,,,,
501,M0113,A,84,R,1,63,70,501_M0113_A_084R_1_WR:63-70_1,IWSQ2,139.62,26.56,,7.68,3.12,0.000,,,,,,,,,,,,,,,,,,,,,501_M0113_A_084R_1_WR:63-70_1,280,139.62,silt,none,"above sandy silt, watery",coherent above disturbed below,compacted (not hard) sandy silt,lot of water in the liner,,,,,,,
501,M0113,A,85,R,1,144,150,501_M0113_A_085R_1_WR:144-150_1,IWSQ3,141.93,26.83,,7.77,3.00,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_085R_1_WR:144-150_1,240,141.93,clay,moderate,above: clay with some horizontal cracks,coherent above and below,compacted (not hard) silt,water in the liner,,,,,,,
501,M0113,A,86,R,1,94,100,501_M0113_A_086R_1_WR:94-100_1,IWSQ1,144.43,27.04,,7.53,2.85,,456.928,8.631,0.703,0.000,372.155,0.211,13.241,36.473,4.414,15.418,32.460,0.000,0.000,392.084,0.528,0.000,9.170,201.424,125.770,,501_M0113_A_086R_1_WR:94-100_1,240,144.43,silt,none,"above: coherent, but some gaps between liner and sediment","coherent above, gaps in liner below",compacted (not hard) sandy silt,water in the liner,,,,,,,
501,M0113,A,87,R,1,94,100,501_M0113_A_087R_1_WR:94-100_1,IWSQ2,147.43,26.99,,7.60,2.69,0.000,460.451,8.301,0.710,,,,,,,,,,,,,,,,,,501_M0113_A_087R_1_WR:94-100_1,240,147.43,clay,,above: coherent and consolidated,coherent above,compacted (not hard) silt,water in the liner,,,,,,,
501,M0113,A,88,R,1,144,150,501_M0113_A_088R_1_WR:144-150_1,IWSQ3,149.93,28.45,,7.58,2.79,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_088R_1_WR:144-150_1,240,149.93,clay,slight,"above: coherent, further above few water inlets","coherent, pockets of poorly filled liner",compacted (not hard) sandy silt,water in the liner,,,,,,,
501,M0113,A,90,R,1,89,95,501_M0113_A_090R_1_WR:89-95_1,IWSQ1,153.58,27.57,,7.73,3.07,,462.343,8.314,0.716,0.259,333.395,0.146,14.753,33.733,4.332,20.605,33.036,0.200,0.010,381.296,0.290,0.000,8.858,188.893,136.156,,501_M0113_A_090R_1_WR:89-95_1,20,153.58,silt,moderate,above: coherent and consolidated,coherent above and below,compacted (not hard) sandy silt,water in the liner,,,,,,,
501,M0113,A,95,R,1,32,39,501_M0113_A_095R_1_WR:32-39_1,IWSQ2,164.81,27.57,0.82,7.81,3.00,0.000,,,,,,,,,,,,,,,,,,,,,501_M0113_A_095R_1_WR:32-39_1,20,164.81,silt,none,"above: coherent and consolidated, very few larger grains",coherent above,compacted (not hard) sandy silt,water in the liner,,,,,,,
501,M0113,A,97,R,1,139,145,501_M0113_A_097R_1_WR:139-145_1,IWSQ3,168.88,27.74,0.85,7.82,2.92,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_097R_1_WR:139-145_1,240,168.88,silt,none,above: coherent and consolidated,coherent above,compacted (not hard) silty sand,water in the liner,,,,,,,
501,M0113,A,99,R,1,94,100,501_M0113_A_099R_1_WR:94-100_1,IWSQ1,171.43,27.68,,7.86,2.65,,461.383,10.364,0.715,0.519,227.475,0.095,15.931,1.468,5.404,26.801,32.674,0.783,0.125,390.387,0.699,0.969,10.774,129.797,147.113,,501_M0113_A_099R_1_WR:94-100_1,240,171.43,silt,none,above: coherent and consolidated,coherent above,compacted (not hard) sandy silt,water in the liner,,,,,,,
501,M0113,A,102,R,1,84,90,501_M0113_A_102R_1_WR:84-90_1,IWSQ2,175.83,27.79,0.87,7.83,2.76,0.000,,,,,,,,,,,,,,,,,,,,,501_M0113_A_102R_1_WR:84-90_1,240,175.83,silt,none,above: coherent and consolidated,coherent above and below,compacted (not hard) sandy silt,lot of water in the liner,,,,,,,
501,M0113,A,104,R,1,140,146,501_M0113_A_104R_1_WR:140-146_1,IWSQ3,179.39,27.42,,7.93,2.75,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_104R_1_WR:140-146_1,240,179.39,silt,slight,above: coherent and consolidated,coherent above and below,compacted (not hard) sandy silt,"properly filled, still some water visible",,,,,,,
501,M0113,A,107,R,1,94,100,501_M0113_A_107R_1_WR:94-100_1,IWSQ1,186.43,28.40,,7.77,2.53,0.000,470.621,13.169,0.722,0.185,199.537,0.131,16.542,1.200,6.307,25.937,33.509,0.419,0.532,404.959,0.187,0.000,13.497,123.567,157.498,,501_M0113_A_107R_1_WR:94-100_1,6,186.43,silt,none,above: coherent and consolidated,coherent above and below,compacted (not hard) sandy silt,"properly filled, still some water visible",,,,,,,
501,M0113,A,110,R,1,92,99,501_M0113_A_110R_1_WR:92-99_1,IWSQ2,190.91,27.26,0.73,7.87,2.61,0.000,,,,,,,,,,,,,,,,,,,,,501_M0113_A_110R_1_WR:92-99_1,20,190.91,silt,none,above: coherent and consolidated,coherent above and below,compacted (not hard) sandy silt,water in the liner,,,,,,,
501,M0113,A,117,R,1,40,45,501_M0113_A_117R_1_WR:40-45_1,IWSQ3,200.89,26.08,,8.02,2.50,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_117R_1_WR:40-45_1,20,200.89,silt,slight,"above: coherent, bit watery at the bottom",coherent above and below,compacted (not hard) sandy silt,water in the liner,,,,,,,
501,M0113,A,120,R,1,51,58,501_M0113_A_120R_1_WR:51-58_1,IWSQ1,205.5,25.00,,7.92,2.57,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_120R_1_WR:51-58_1,20,205.5,silt,slight,above: coherent and consolidated,coherent,compacted (not hard) sandy silt,lot of water in the liner,,,,,,,
501,M0113,A,124,R,1,93,100,501_M0113_A_124R_1_W:93-100_1,IWSQ2,211.92,23.27,0.46,8.06,2.66,0.000,391.611,12.812,0.597,,,,,,,,,,,,,,,,,,501_M0113_A_124R_1_W:93-100_1,280,211.92,silt,slight,above: coherent and consolidated,coherent,compacted (not hard) sandy silt,water in the liner,,,,,,,
501,M0113,A,128,R,1,24,30,501_M0113_A_128R_1_WR:24-30_1,IWSQ3,217.71,23.81,,8.38,1.83,,,,,0.964,133.210,0.000,10.414,0.000,8.650,16.715,25.056,0.000,0.521,354.067,0.716,0.517,14.959,54.290,124.515,,501_M0113_A_128R_1_WR:24-30_1,240,217.71,fine sand,slight,"above: wet sediments, turbated","blocky, coherent just above, possible distrubed below",compacted (not hard) alternation of sand and silt,water in the liner,,,Y?,,Y,Y,"If the sample section is composed mainly of sand, contamination may be occurred."
501,M0113,A,132,R,1,145,151,501_M0113_A_132R_1_WR:145-151_1,IWSQ1,220.89,27.60,,8.22,2.06,,450.974,19.708,0.670,0.297,144.033,0.160,11.485,0.000,9.811,19.308,32.419,0.000,0.907,398.391,0.341,0.000,19.576,62.335,125.885,,501_M0113_A_132R_1_WR:145-151_1,240,220.89,silt,slight,"above: coherent and consolidated, but broken edge",coherent above and below,"compacted (not hard) sandy silt, may be disturbed",water in the liner,,,,,,,"If the preparation (core shaving) was done appropreately, contamination not occurred."
501,M0113,A,135,R,1,144,150,501_M0113_A_135R_1_WR:144-150_1,IWSQ2,225.93,21.98,,8.16,1.66,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_135R_1_WR:144-150_1,20,225.93,silt,none,above: coherent and consolidated,coherent above and below,compacted (not hard) silty sand,water in the liner,,,,,,,
501,M0113,A,136,R,1,103,110,501_M0113_A_136R_1_WR:103-110_1,IWSQ3,228.52,21.06,,8.08,1.67,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_136R_1_WR:103-110_1,20,228.52,clay,moderate,"above: coherent and consolidated, but some material missing at the liner",coherent above and below,compacted (not hard) silt,water in the liner,,,,,,,
501,M0113,A,140,R,1,96,102,501_M0113_A_140R_1_WR:96-102_1,IWSQ1,233.82,19.22,,8.04,2.31,0.000,319.282,14.533,0.490,0.334,230.527,0.000,7.535,1.504,6.018,18.732,20.029,0.000,0.928,295.433,1.244,0.000,14.788,222.855,97.261,,501_M0113_A_140R_1_WR:96-102_1,20,233.82,silt,none,above: coherent and consolidated,coherent above and below,compacted (not hard) sandy silt,water in the liner,,,,,,,
501,M0113,A,142,R,1,143,150,501_M0113_A_142R_1_WR:143-150_1,IWSQ2,236.42,18.79,0.33,8.30,2.21,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_142R_1_WR:143-150_1,20,236.42,silt,slight,above: coherent and consolidated,coherent above and below,compacted (not hard) sandy silt,water in the liner,,,,,,,
501,M0113,A,144,R,1,86,91,501_M0113_A_144R_1_WR:86-91_1,IWSQ3,237.35,16.14,,8.23,3.17,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_144R_1_WR:86-91_1,20,237.35,clay,slight,above: coherent and consolidated,coherent above and below,compacted (not hard) sandy silt,water in the liner,,,,,,,
501,M0113,A,148,R,1,94,100,501_M0113_A_148R_1_WR:94-100_1,IWSQ1,243.43,16.47,,8.10,2.22,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_148R_1_WR:94-100_1,240,243.43,clay,moderate,"above: coherent and consolidated, tiny horizontal cracks",coherent above and below,compacted (not hard) sandy silt,water in the liner,,,,,,,
501,M0113,A,151,R,1,94,100,501_M0113_A_151R_1_WR:94-100_1,IWSQ2,247.93,14.69,,8.04,2.94,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_151R_1_WR:94-100_1,240,247.93,medium sand,none,above: coherent,coherent sands,compacted (not hard) sandy silt,"proper filled, still some water",,,,,,,
501,M0113,A,156,H,1,85,90,501_M0113_A_156H_1_WR:85-90_1,IWRH3,253.84,15.69,,7.94,5.81,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_156H_1_WR:85-90_1,20,253.84,coarse sand,moderate,"loose sand, watery","loose, partial fill","sand, disturbed",water in the liner,,Y,Y,,Y,Y,
501,M0113,A,157,H,2,60,65,501_M0113_A_157H_2_WR:60-65_1,IWRHx,256.25,18.21,0.27,7.90,4.86,0.000,251.436,10.101,0.376,0.519,364.755,0.000,5.075,21.683,4.450,17.579,14.998,0.000,0.000,243.802,1.005,0.000,10.580,132.289,72.461,,501_M0113_A_157H_2_WR:60-65_1,20,256.25,coarse sand,none,loose sand?,"loose, partial fill","loose sand, disturbed",water in the liner,,Y,Y,,Y,Y,
501,M0113,A,159,H,1,70,75,501_M0113_A_159H_1_WR:70-75_1,IWRH1,257.26,29.20,0.04,7.90,3.92,,449.671,21.944,0.660,,,,,,,,,,,,,,,,,,501_M0113_A_159H_1_WR:70-75_1,20,257.26,coarse sand,moderate,watery,"loose, partial fill","loose sand, highly disturbed",lot of water in the liner,Y,,Y,Y,,YY,
501,M0113,A,163,H,1,60,65,501_M0113_A_163H_1_WR:60-65_1,IWRHx,262.23,20.67,,8.00,4.80,,,,,0.593,363.460,0.000,7.131,17.278,6.064,19.308,25.376,0.000,0.000,311.005,0.000,0.000,15.680,99.715,86.373,,501_M0113_A_163H_1_WR:60-65_1,20,262.23,coarse sand,moderate,"loose sand, watery","loose, partial fill","loose sand, disturbed",lot of water in the liner,Y,,Y,Y,,YY,
501,M0113,A,166,H,1,75,80,501_M0113_A_166H_1_WR:75-80_1,IWRHx,265.81,25.73,,7.90,3.82,,404.328,19.574,0.597,0.000,365.772,0.000,9.094,27.108,6.691,17.579,34.702,0.000,0.000,354.458,0.647,2.971,19.794,92.524,105.980,,501_M0113_A_166H_1_WR:75-80_1,20,265.81,medium sand,slight,watery,"loose, partial fill","loose sand, highly disturbed",lot of water in the liner,Y,,Y,Y,,YY,
501,M0113,A,168,H,2,11,16,501_M0113_A_168H_1_WR:11-16_1,IWRHx,269.14,18.52,0.25,7.85,5.23,0.000,286.096,13.199,0.433,0.074,399.167,0.000,6.652,26.911,5.161,27.378,20.329,0.000,0.000,271.901,0.000,0.000,13.593,139.160,98.904,,501_M0113_A_168H_1_WR:11-16_1,20,269.14,medium sand,slight,cracks in samplingarea (from Rhizone?),"small gaps, possible fluid path, rhizon caused?","sand, slightly disturbed",water in the liner,,Y,Y?,,Y,Y,
501,M0113,A,172,H,2,80,85,501_M0113_A_172H_2_WR:80-85_1,IWRHx,275.78,17.95,0.22,7.88,4.97,0.000,282.061,13.925,0.434,0.111,429.325,0.000,6.502,28.147,4.816,20.749,20.757,0.000,0.000,271.553,0.869,0.000,14.426,122.392,100.982,,501_M0113_A_172H_2_WR:80-85_1,20,275.78,sand ,slight,watery,"soft, partial fill 5 cm above WR, coherent below","sand, highly disturbed",water in the liner,,Y,Y,,Y,Y,
501,M0113,A,177,H,1,15,20,501_M0113_A_177H_1_WR:15-20_1,IWRH1,281.64,19.10,0.21,7.78,6.99,0.000,301.711,15.372,0.455,0.778,423.034,0.000,7.223,50.850,4.706,19.452,22.995,0.000,0.000,280.948,0.511,0.646,15.789,117.729,114.129,,501_M0113_A_177H_1_WR:15-20_1,20,281.64,coarse sand,moderate,"sunken in, some water","fairly coherent, structurelss","loose sand, disturbed",lot of water in the liner,,,Y,,Y,Y,
501,M0113,A,179,H,1,48,53,501_M0113_A_179H_1_WR:48-53_1,IWRHx,285.27,24.04,,7.86,5.21,,381.347,18.850,0.566,0.074,364.847,0.167,8.421,39.517,5.765,19.452,29.124,0.528,0.115,315.572,0.341,4.456,17.770,92.168,106.391,,501_M0113_A_179H_1_WR:48-53_1,20,285.27,silt,none,"quite some disturbance, sampling interval material missing and looks like sad, above and below silt","washed out in sampling interval, rhizon or splitting? ","compacted (not hard) sand, @51-61cm highly disturbed",no core 179 (maybe 180?),Y,,Y,Y,,YY,
501,M0113,A,185,H,1,75,80,501_M0113_A_185H_1_WR:75-80_1,IWRHx,292.94,21.85,0.20,7.48,5.12,0.000,350.674,18.530,0.530,0.890,423.867,0.000,9.107,41.486,5.514,22.767,27.639,0.000,0.000,314.441,0.341,0.000,18.774,107.939,141.292,,501_M0113_A_185H_1_WR:75-80_1,20,292.94,coarse sand,moderate,sunken in and mixed?,"partial filled liner, ","sand, highly disturbed",water in the liner,Y,,Y,Y,,YY,
501,M0113,A,191,H,1,93,100,501_M0113_A_191H_1_WR:93-100_1,IWSQ2,298.92,25.39,,7.70,3.39,0.000,407.975,20.923,0.619,2.632,584.644,0.277,11.128,11.996,6.721,34.870,32.012,0.000,0.000,359.896,0.324,0.000,21.039,116.590,177.014,,501_M0113_A_191H_1_WR:93-100_1,20,298.92,,,looks quite disturbed,"disturbed above WR samples, more coherent below","compacted (not hard) sand, disturbed",quite some water in the liner,Y,,Y,Y,,YY,"If the preparation (core shaving) was done appropreately, contamination not occurred."
501,M0113,A,200,R,1,61,66,501_M0113_A_200R_1_WR:61-66_1,IWSQ3,307.07,27.88,,7.83,3.59,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_200R_1_WR:61-66_1,20,307.07,,,"coherent but some areas missing, small cracks",coherent above and below,"compacted (not hard) sandy silt, disturbed",water in the liner,Y,,Y,Y,,YY,"If the preparation (core shaving) was done appropreately, contamination not occurred."
501,M0113,A,201,R,1,40,45,501_M0113_A_201R_1_WR:40-45_1,IWSQ1,308.89,28.15,,7.85,3.22,,452.951,21.209,0.686,0.185,413.691,0.248,11.806,2.274,7.309,27.378,31.785,0.291,0.156,370.422,0.102,0.775,19.991,76.326,197.215,,501_M0113_A_201R_1_WR:40-45_1,200,308.89,,,coherent,coherent above and below,compacted (not hard) silty sand,water in the liner,Y,,Y,Y,,YY,"If the preparation (core shaving) was done appropreately, contamination not occurred."
501,M0113,A,203,R,1,93,100,501_M0113_A_203R_1_WR:93-100_1,IWSQ2,313.92,28.86,0.20,7.74,3.02,0.000,469.309,21.432,0.708,0.593,685.846,0.000,13.428,0.107,7.747,31.556,35.841,0.000,0.094,416.094,0.392,0.000,21.547,68.459,226.546,,501_M0113_A_203R_1_WR:93-100_1,280,313.92,,,quite some variation/ disturbance? layering or bisquits?,"lamination- cross bedding looks primary, sand washed away in places (splitting?)",compacted (not hard) silty sand,water in the liner,Y,,Y,Y,,YY,"If the preparation (core shaving) was done appropreately, contamination not occurred."
501,M0113,A,205,R,1,94,100,501_M0113_A_205R_1_WR:94-100_1,IWSQ3,316.93,28.97,0.20,7.76,3.77,,,,,,,,,,,,,,,,,,,,,,501_M0113_A_205R_1_WR:94-100_1,6,316.93,,,quite some variation/ disturbance? layering or bisquits?,"blocky distrubence, not clearly coherent",compacted (not hard) silty sand,water in the liner,Y,,Y,Y,,YY,"If the preparation (core shaving) was done appropreately, contamination not occurred."
